2025-03-22 12:51:41,065 INFO    MainThread:10268 [wandb_setup.py:_flush():67] Current SDK version is 0.19.8
2025-03-22 12:51:41,066 INFO    MainThread:10268 [wandb_setup.py:_flush():67] Configure stats pid to 10268
2025-03-22 12:51:41,066 INFO    MainThread:10268 [wandb_setup.py:_flush():67] Loading settings from /root/.config/wandb/settings
2025-03-22 12:51:41,066 INFO    MainThread:10268 [wandb_setup.py:_flush():67] Loading settings from /content/drive/MyDrive/code/wandb/settings
2025-03-22 12:51:41,066 INFO    MainThread:10268 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-03-22 12:51:41,066 INFO    MainThread:10268 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /content/drive/MyDrive/code/wandb/run-20250322_125141-38bd89vj/logs/debug.log
2025-03-22 12:51:41,067 INFO    MainThread:10268 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /content/drive/MyDrive/code/wandb/run-20250322_125141-38bd89vj/logs/debug-internal.log
2025-03-22 12:51:41,067 INFO    MainThread:10268 [wandb_init.py:monkeypatch_ipython():599] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7dd57dbaae10>
2025-03-22 12:51:41,067 INFO    MainThread:10268 [wandb_init.py:init():761] calling init triggers
2025-03-22 12:51:41,068 INFO    MainThread:10268 [wandb_init.py:init():766] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-03-22 12:51:41,068 INFO    MainThread:10268 [wandb_init.py:init():784] starting backend
2025-03-22 12:51:41,068 INFO    MainThread:10268 [wandb_init.py:init():788] sending inform_init request
2025-03-22 12:51:41,073 INFO    MainThread:10268 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-03-22 12:51:41,073 INFO    MainThread:10268 [wandb_init.py:init():798] backend started and connected
2025-03-22 12:51:41,083 INFO    MainThread:10268 [wandb_run.py:_label_probe_notebook():1204] probe notebook
2025-03-22 12:51:41,286 INFO    MainThread:10268 [wandb_init.py:init():891] updated telemetry
2025-03-22 12:51:41,288 INFO    MainThread:10268 [wandb_init.py:init():915] communicating run to backend with 90.0 second timeout
2025-03-22 12:51:41,369 INFO    MainThread:10268 [wandb_init.py:init():990] starting run threads in backend
2025-03-22 12:51:41,816 INFO    MainThread:10268 [wandb_run.py:_console_start():2375] atexit reg
2025-03-22 12:51:41,817 INFO    MainThread:10268 [wandb_run.py:_redirect():2227] redirect: wrap_raw
2025-03-22 12:51:41,818 INFO    MainThread:10268 [wandb_run.py:_redirect():2292] Wrapping output streams.
2025-03-22 12:51:41,819 INFO    MainThread:10268 [wandb_run.py:_redirect():2315] Redirects installed.
2025-03-22 12:51:41,821 INFO    MainThread:10268 [wandb_init.py:init():1032] run started, returning control to user process
2025-03-22 12:51:41,821 INFO    MainThread:10268 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-22 12:51:41,821 INFO    MainThread:10268 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-22 12:51:41,825 INFO    MainThread:10268 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-22 12:51:41,900 INFO    MainThread:10268 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-22 12:51:41,900 INFO    MainThread:10268 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-22 12:51:41,905 INFO    MainThread:10268 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-22 12:51:42,243 INFO    MainThread:10268 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-22 12:51:42,244 INFO    MainThread:10268 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-22 12:51:42,250 INFO    MainThread:10268 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-22 12:51:42,251 INFO    MainThread:10268 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-22 12:51:42,252 INFO    MainThread:10268 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-22 12:51:42,255 INFO    MainThread:10268 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-22 12:51:42,257 INFO    MainThread:10268 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-22 12:51:42,257 INFO    MainThread:10268 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-22 12:51:42,260 INFO    MainThread:10268 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-22 12:51:43,298 INFO    MainThread:10268 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-22 12:51:43,299 INFO    MainThread:10268 [wandb_init.py:_pause_backend():564] pausing backend
